workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
1,"""shamer""","""8""","""92""","""bloifs""",936,"""Fewer than half""",616,false
1,"""chulks""","""33""","""67""","""vulhor""",814,"""Fewer than half""",561,true
1,"""awplor""","""90""","""10""","""fasees""",719,"""More than half""",607,false
1,"""raster""","""58""","""42""","""movell""",575,"""Most""",767,false
1,"""ancits""","""12""","""88""","""smeath""",778,"""More than half""",489,true
1,"""pobbit""","""94""","""6""","""spippy""",833,"""Most""",703,false
1,"""gukbar""","""34""","""66""","""soarse""",560,"""Many""",589,true
1,"""puggle""","""43""","""57""","""entand""",678,"""Most""",615,true
1,"""chulks""","""33""","""67""","""vulhor""",536,"""More than half""",633,true
1,"""ancits""","""10""","""90""","""smeath""",690,"""Fewer than half""",568,false
1,"""ingell""","""90""","""10""","""nalill""",936,"""Few""",593,true
1,"""werner""","""34""","""66""","""hurmer""",603,"""More than half""",592,true
1,"""pliper""","""69""","""31""","""sesare""",730,"""Fewer than half""",576,false
1,"""pliper""","""56""","""44""","""sesare""",980,"""Many""",588,false
1,"""shurry""","""39""","""61""","""preser""",1001,"""Fewer than half""",682,false
1,"""pobbit""","""77""","""23""","""spippy""",697,"""Many""",704,false
1,"""kustle""","""20""","""80""","""reshix""",677,"""More than half""",607,true
1,"""russer""","""69""","""31""","""huttle""",546,"""More than half""",690,false
1,"""boddle""","""75""","""25""","""molill""",416,"""Few""",656,true
1,"""pobbit""","""28""","""72""","""spippy""",705,"""Few""",578,false
1,"""umpond""","""93""","""7""","""marire""",1144,"""Most""",616,false
1,"""pobbit""","""90""","""10""","""spippy""",464,"""Fewer than half""",589,true
1,"""menner""","""96""","""4""","""nandow""",2127,"""Fewer than half""",921,true
1,"""raster""","""32""","""68""","""movell""",609,"""Few""",520,false
1,"""strant""","""29""","""71""","""potind""",2467,"""More than half""",682,true
1,"""awplor""","""93""","""7""","""fasees""",719,"""Most""",518,false
1,"""werner""","""40""","""60""","""hurmer""",800,"""Many""",618,true
1,"""bameta""","""94""","""6""","""unzast""",711,"""More than half""",695,false
1,"""shrile""","""13""","""87""","""athoid""",616,"""Many""",663,true
1,"""padnet""","""55""","""45""","""fanely""",1267,"""Few""",640,false
1,"""devole""","""89""","""11""","""sholly""",785,"""Fewer than half""",785,true
1,"""tiklet""","""46""","""54""","""hullaw""",515,"""More than half""",675,true
1,"""shrile""","""4""","""96""","""athoid""",650,"""More than half""",606,true
1,"""sporer""","""88""","""12""","""firtly""",808,"""Fewer than half""",752,true
1,"""puctor""","""71""","""29""","""recure""",869,"""Most""",958,false
1,"""russer""","""67""","""33""","""huttle""",441,"""Fewer than half""",632,true
1,"""zetten""","""46""","""54""","""unfobs""",747,"""Most""",631,true
1,"""tiklet""","""24""","""76""","""hullaw""",466,"""Most""",650,true
1,"""mecket""","""35""","""65""","""plumry""",743,"""Few""",599,false
1,"""schook""","""14""","""86""","""jabant""",560,"""Many""",611,true
1,"""clidge""","""46""","""54""","""hensly""",496,"""More than half""",607,true
1,"""pluset""","""64""","""36""","""stubad""",655,"""Many""",800,false
1,"""strant""","""49""","""51""","""potind""",836,"""Fewer than half""",612,false
1,"""awplor""","""90""","""10""","""fasees""",664,"""Fewer than half""",647,false
1,"""menner""","""58""","""42""","""nandow""",792,"""Few""",616,true
1,"""pengyl""","""9""","""91""","""sedest""",1027,"""Few""",787,false
1,"""shrile""","""47""","""53""","""athoid""",751,"""Few""",615,false
1,"""padnet""","""98""","""2""","""fanely""",929,"""Fewer than half""",647,true
1,"""puggle""","""19""","""81""","""entand""",591,"""Fewer than half""",536,false
1,"""zetten""","""68""","""32""","""unfobs""",672,"""Many""",719,false
1,"""werner""","""27""","""73""","""hurmer""",983,"""Fewer than half""",607,false
1,"""cosutz""","""7""","""93""","""spover""",547,"""Fewer than half""",604,false
1,"""cather""","""76""","""24""","""funder""",1074,"""Many""",591,false
1,"""menner""","""54""","""46""","""nandow""",896,"""Many""",465,false
1,"""schook""","""3""","""97""","""jabant""",752,"""Most""",514,true
1,"""chadop""","""93""","""7""","""shaple""",498,"""Many""",528,false
1,"""coamin""","""53""","""47""","""mucond""",608,"""Many""",608,false
1,"""beckel""","""44""","""56""","""racual""",1024,"""Fewer than half""",566,false
1,"""puctor""","""54""","""46""","""recure""",1060,"""More than half""",841,false
1,"""devole""","""51""","""49""","""sholly""",1840,"""Few""",575,false
1,"""puggle""","""20""","""80""","""entand""",1425,"""More than half""",965,true
1,"""birler""","""66""","""34""","""enciad""",1079,"""Most""",546,false
1,"""chadop""","""76""","""24""","""shaple""",712,"""Few""",527,true
1,"""shurry""","""49""","""51""","""preser""",907,"""More than half""",503,true
1,"""hadder""","""1""","""99""","""ollidy""",908,"""Many""",557,true
1,"""sporer""","""98""","""2""","""firtly""",576,"""More than half""",681,false
1,"""schook""","""37""","""63""","""jabant""",998,"""More than half""",667,true
1,"""pengyl""","""35""","""65""","""sedest""",532,"""Fewer than half""",1136,false
1,"""coamin""","""6""","""94""","""mucond""",497,"""More than half""",643,true
1,"""chulks""","""48""","""52""","""vulhor""",743,"""Many""",567,true
1,"""spunge""","""84""","""16""","""wenple""",616,"""Few""",601,true
1,"""werner""","""38""","""62""","""hurmer""",638,"""Few""",526,false
1,"""devole""","""81""","""19""","""sholly""",703,"""Most""",591,false
1,"""fleeve""","""13""","""87""","""scalfs""",1559,"""Fewer than half""",531,true
1,"""gukbar""","""17""","""83""","""soarse""",767,"""Fewer than half""",561,false
1,"""jallem""","""5""","""95""","""sildal""",504,"""Many""",527,true
1,"""zetten""","""2""","""98""","""unfobs""",649,"""More than half""",687,true
1,"""pirter""","""22""","""78""","""secent""",567,"""Many""",548,true
1,"""dorder""","""55""","""45""","""coggon""",1093,"""Most""",687,false
1,"""raster""","""61""","""39""","""movell""",565,"""Fewer than half""",629,true
1,"""pluset""","""80""","""20""","""stubad""",1190,"""Few""",588,true
1,"""pobbit""","""80""","""20""","""spippy""",822,"""More than half""",504,false
1,"""spunge""","""19""","""81""","""wenple""",812,"""Most""",605,true
1,"""boddle""","""62""","""38""","""molill""",693,"""More than half""",777,false
1,"""coamin""","""23""","""77""","""mucond""",600,"""Few""",497,false
1,"""shurry""","""25""","""75""","""preser""",662,"""Most""",601,true
1,"""pliper""","""77""","""23""","""sesare""",496,"""More than half""",1104,false
1,"""chadop""","""22""","""78""","""shaple""",745,"""More than half""",599,true
1,"""clidge""","""6""","""94""","""hensly""",535,"""Many""",517,true
1,"""devole""","""72""","""28""","""sholly""",586,"""More than half""",544,false
1,"""puctor""","""90""","""10""","""recure""",497,"""Few""",718,true
1,"""tiklet""","""3""","""97""","""hullaw""",671,"""Fewer than half""",591,false
1,"""sporer""","""56""","""44""","""firtly""",616,"""Most""",628,false
1,"""birler""","""88""","""12""","""enciad""",785,"""Fewer than half""",619,true
1,"""cather""","""97""","""3""","""funder""",872,"""Most""",616,false
1,"""hadder""","""41""","""59""","""ollidy""",575,"""Most""",603,true
1,"""chulks""","""17""","""83""","""vulhor""",681,"""Most""",609,true
1,"""chadop""","""6""","""94""","""shaple""",555,"""Most""",652,true
1,"""birler""","""18""","""82""","""enciad""",653,"""Many""",632,true
1,"""jallem""","""71""","""29""","""sildal""",832,"""More than half""",672,false
1,"""russer""","""22""","""78""","""huttle""",675,"""Many""",842,true
1,"""fleeve""","""16""","""84""","""scalfs""",571,"""Most""",608,true
1,"""coppar""","""54""","""46""","""hunene""",695,"""Fewer than half""",799,true
1,"""strant""","""90""","""10""","""potind""",637,"""Few""",599,true
1,"""werner""","""39""","""61""","""hurmer""",561,"""Most""",590,true
1,"""isbant""","""92""","""8""","""unairs""",746,"""Many""",537,false
1,"""pluset""","""78""","""22""","""stubad""",512,"""Most""",576,false
1,"""mecket""","""22""","""78""","""plumry""",567,"""Most""",665,true
1,"""coamin""","""2""","""98""","""mucond""",576,"""Most""",591,true
1,"""middor""","""21""","""79""","""drooty""",1193,"""Few""",821,false
1,"""menner""","""89""","""11""","""nandow""",952,"""More than half""",687,false
1,"""kustle""","""97""","""3""","""reshix""",667,"""Many""",722,false
1,"""chadop""","""49""","""51""","""shaple""",615,"""Fewer than half""",510,false
1,"""ancits""","""1""","""99""","""smeath""",896,"""Many""",482,false
1,"""boddle""","""71""","""29""","""molill""",569,"""Many""",544,false
1,"""coppar""","""77""","""23""","""hunene""",696,"""Most""",530,false
1,"""shamer""","""86""","""14""","""bloifs""",778,"""Few""",661,true
1,"""pluset""","""62""","""38""","""stubad""",516,"""Fewer than half""",770,true
1,"""ancits""","""87""","""13""","""smeath""",689,"""Few""",652,true
1,"""ancits""","""36""","""64""","""smeath""",577,"""Most""",633,false
1,"""middor""","""64""","""36""","""drooty""",784,"""Many""",592,false
1,"""kustle""","""21""","""79""","""reshix""",613,"""Most""",481,true
1,"""shurry""","""70""","""30""","""preser""",899,"""Few""",666,true
1,"""dorder""","""96""","""4""","""coggon""",630,"""More than half""",681,false
1,"""jallem""","""52""","""48""","""sildal""",1100,"""Most""",636,false
1,"""puctor""","""79""","""21""","""recure""",691,"""Fewer than half""",639,true
1,"""chevel""","""30""","""70""","""podden""",496,"""Many""",640,true
1,"""ingell""","""80""","""20""","""nalill""",504,"""Fewer than half""",582,true
1,"""birler""","""39""","""61""","""enciad""",710,"""Few""",656,false
2,"""glerb""",80,20,"""fizzda""",3354,"""All""",1103,false
2,"""thonk""",18,82,"""krangly""",2702,"""Some""",143,false
2,"""slarm""",89,11,"""briddle""",647,"""None""",272,false
2,"""klong""",38,62,"""nooty""",3769,"""All""",1279,true
2,"""dring""",72,28,"""larfy""",1560,"""None""",1087,false
2,"""floom""",8,92,"""plerful""",1528,"""Some""",943,false
2,"""blek""",46,54,"""orkital""",1079,"""None""",1013,false
2,"""tenk""",97,3,"""glurgy""",751,"""All""",983,false
2,"""pliper""","""62""","""38""","""sesare""",1321,"""More than half""",1072,true
2,"""dorder""","""95""","""5""","""coggon""",1654,"""Fewer than half""",872,false
2,"""birler""","""75""","""25""","""enciad""",1463,"""Most""",849,false
2,"""dorder""","""80""","""20""","""coggon""",1070,"""Many""",927,false
2,"""sporer""","""92""","""8""","""firtly""",1137,"""Few""",952,true
2,"""pirter""","""8""","""92""","""secent""",744,"""Many""",704,false
2,"""strant""","""24""","""76""","""potind""",1080,"""More than half""",1208,false
2,"""cather""","""91""","""9""","""funder""",850,"""Most""",903,true
2,"""middor""","""39""","""61""","""drooty""",1122,"""Many""",1039,false
2,"""padnet""","""86""","""14""","""fanely""",1056,"""Fewer than half""",1551,true
2,"""beckel""","""25""","""75""","""racual""",1186,"""Many""",920,true
2,"""coamin""","""13""","""87""","""mucond""",855,"""Fewer than half""",785,true
2,"""shurry""","""20""","""80""","""preser""",944,"""Few""",719,false
2,"""werner""","""44""","""56""","""hurmer""",1368,"""More than half""",680,true
2,"""awplor""","""62""","""38""","""fasees""",759,"""More than half""",744,true
2,"""birler""","""66""","""34""","""enciad""",631,"""Few""",735,false
2,"""hadder""","""31""","""69""","""ollidy""",953,"""Fewer than half""",775,true
2,"""menner""","""24""","""76""","""nandow""",904,"""Many""",672,true
2,"""jallem""","""76""","""24""","""sildal""",984,"""Most""",671,false
2,"""coamin""","""1""","""99""","""mucond""",951,"""Few""",1070,true
2,"""pirter""","""52""","""48""","""secent""",776,"""Fewer than half""",695,true
2,"""sporer""","""98""","""2""","""firtly""",881,"""Most""",591,false
2,"""spunge""","""38""","""62""","""wenple""",552,"""Many""",704,false
2,"""ingell""","""74""","""26""","""nalill""",429,"""More than half""",704,false
2,"""raster""","""13""","""87""","""movell""",378,"""Many""",656,true
2,"""pengyl""","""77""","""23""","""sedest""",567,"""Many""",623,true
2,"""strant""","""99""","""1""","""potind""",1328,"""Few""",920,true
2,"""coamin""","""31""","""69""","""mucond""",462,"""Most""",706,true
2,"""jallem""","""90""","""10""","""sildal""",487,"""Many""",630,true
2,"""fleeve""","""25""","""75""","""scalfs""",808,"""Fewer than half""",838,false
2,"""chevel""","""84""","""16""","""podden""",896,"""Fewer than half""",648,false
2,"""ingell""","""62""","""38""","""nalill""",640,"""Fewer than half""",1038,true
2,"""pengyl""","""44""","""56""","""sedest""",432,"""Most""",807,true
2,"""ingell""","""98""","""2""","""nalill""",391,"""Few""",574,true
2,"""tiklet""","""74""","""26""","""hullaw""",584,"""Many""",632,false
2,"""tecker""","""98""","""2""","""biller""",335,"""Many""",551,false
2,"""puctor""","""94""","""6""","""recure""",401,"""Most""",103,false
2,"""awplor""","""68""","""32""","""fasees""",585,"""Fewer than half""",160,true
2,"""isbant""","""71""","""29""","""unairs""",336,"""More than half""",191,true
2,"""shamer""","""49""","""51""","""bloifs""",281,"""More than half""",136,false
2,"""ancits""","""61""","""39""","""smeath""",223,"""Many""",111,true
2,"""cather""","""29""","""71""","""funder""",231,"""Few""",102,true
2,"""clidge""","""8""","""92""","""hensly""",256,"""More than half""",127,false
2,"""menner""","""78""","""22""","""nandow""",305,"""More than half""",127,false
2,"""kustle""","""47""","""53""","""reshix""",232,"""Most""",112,true
2,"""beckel""","""28""","""72""","""racual""",375,"""Most""",336,true
2,"""menner""","""74""","""26""","""nandow""",456,"""Fewer than half""",257,true
2,"""cather""","""73""","""27""","""funder""",344,"""More than half""",392,true
2,"""pirter""","""82""","""18""","""secent""",424,"""More than half""",285,false
2,"""spunge""","""15""","""85""","""wenple""",889,"""Most""",397,true
2,"""puggle""","""48""","""52""","""entand""",288,"""Many""",136,true
2,"""zetten""","""52""","""48""","""unfobs""",497,"""Many""",367,true
2,"""ingell""","""57""","""43""","""nalill""",384,"""Many""",304,true
2,"""zetten""","""14""","""86""","""unfobs""",281,"""More than half""",401,false
2,"""cosutz""","""43""","""57""","""spover""",337,"""Fewer than half""",247,false
2,"""pliper""","""37""","""63""","""sesare""",296,"""Few""",217,true
2,"""raster""","""89""","""11""","""movell""",263,"""More than half""",153,true
2,"""bameta""","""47""","""53""","""unzast""",519,"""Few""",375,true
2,"""clidge""","""15""","""85""","""hensly""",320,"""Many""",207,true
2,"""chevel""","""98""","""2""","""podden""",423,"""More than half""",222,false
2,"""raster""","""58""","""42""","""movell""",225,"""Fewer than half""",206,true
2,"""beckel""","""34""","""66""","""racual""",382,"""Few""",287,true
2,"""pliper""","""49""","""51""","""sesare""",280,"""Many""",271,false
2,"""pobbit""","""80""","""20""","""spippy""",208,"""More than half""",136,false
2,"""coppar""","""9""","""91""","""hunene""",208,"""Few""",95,true
2,"""awplor""","""53""","""47""","""fasees""",368,"""Few""",96,true
2,"""russer""","""54""","""46""","""huttle""",505,"""Few""",223,false
2,"""hadder""","""65""","""35""","""ollidy""",280,"""Few""",112,false
2,"""cosutz""","""42""","""58""","""spover""",297,"""Most""",104,false
2,"""umpond""","""85""","""15""","""marire""",223,"""Many""",129,false
2,"""sporer""","""80""","""20""","""firtly""",312,"""More than half""",160,true
2,"""strant""","""29""","""71""","""potind""",799,"""Fewer than half""",159,true
2,"""hadder""","""83""","""17""","""ollidy""",312,"""Many""",95,false
2,"""shrile""","""46""","""54""","""athoid""",184,"""More than half""",127,false
2,"""ancits""","""46""","""54""","""smeath""",207,"""More than half""",104,true
2,"""ingell""","""51""","""49""","""nalill""",151,"""Most""",95,true
