workerid,A,B,read_time_two_and_decision,percent,nondecision_time,quant,read_time_one,response
6,"""kustle""","""reshix""",97,26,2216,"""Many""",2200,"""False"""
6,"""ancits""","""smeath""",80,74,1512,"""Many""",1983,"""True"""
6,"""bemble""","""squank""",64,55,1704,"""Few""",1944,"""False"""
6,"""shamer""","""bloifs""",64,32,1704,"""Most""",2561,"""False"""
6,"""coamin""","""mucond""",49,78,2177,"""Most""",2255,"""True"""
6,"""devole""","""sholly""",63,52,1376,"""More than half""",2408,"""True"""
6,"""schook""","""jabant""",40,49,4560,"""Many""",1759,"""True"""
6,"""strant""","""potind""",64,16,1927,"""Fewer than half""",2328,"""True"""
6,"""werner""","""hurmer""",56,82,1144,"""Most""",2038,"""True"""
6,"""coppar""","""hunene""",73,24,1328,"""Most""",1679,"""False"""
6,"""hadder""","""ollidy""",40,59,1344,"""Many""",1632,"""True"""
6,"""pirter""","""secent""",56,14,976,"""Most""",3744,"""False"""
6,"""ingell""","""nalill""",72,27,728,"""Most""",2048,"""False"""
6,"""pluset""","""stubad""",72,61,2840,"""Fewer than half""",2528,"""False"""
6,"""raster""","""movell""",40,71,975,"""Fewer than half""",2105,"""False"""
6,"""tecker""","""biller""",41,3,1063,"""Few""",2295,"""True"""
6,"""umpond""","""marire""",55,45,1233,"""More than half""",2257,"""False"""
6,"""zetten""","""unfobs""",64,56,1176,"""Most""",2215,"""True"""
6,"""sporer""","""firtly""",40,94,1441,"""More than half""",1992,"""True"""
6,"""dorder""","""coggon""",48,86,831,"""Fewer than half""",2782,"""False"""
6,"""middor""","""drooty""",64,9,969,"""Few""",2088,"""True"""
6,"""chulks""","""vulhor""",63,35,1608,"""More than half""",2504,"""False"""
6,"""coamin""","""mucond""",31,70,4056,"""Many""",2136,"""True"""
6,"""devole""","""sholly""",48,52,929,"""Few""",1958,"""False"""
6,"""shurry""","""preser""",64,4,913,"""Most""",2262,"""False"""
6,"""gukbar""","""soarse""",40,14,2640,"""Fewer than half""",3520,"""True"""
6,"""birler""","""enciad""",64,62,1112,"""Most""",2696,"""True"""
6,"""coppar""","""hunene""",25,60,1159,"""More than half""",2168,"""True"""
6,"""russer""","""huttle""",56,25,775,"""Many""",2206,"""False"""
6,"""awplor""","""fasees""",48,90,1279,"""Many""",1873,"""True"""
6,"""tecker""","""biller""",39,36,657,"""More than half""",1967,"""False"""
6,"""pengyl""","""sedest""",56,36,1167,"""Most""",2024,"""False"""
6,"""puctor""","""recure""",48,95,1304,"""Fewer than half""",1896,"""False"""
6,"""tiklet""","""hullaw""",55,93,1761,"""Fewer than half""",1848,"""False"""
6,"""middor""","""drooty""",32,17,1048,"""Most""",1696,"""False"""
6,"""chevel""","""podden""",41,99,928,"""Few""",1904,"""False"""
6,"""pobbit""","""spippy""",48,80,952,"""Fewer than half""",3040,"""False"""
6,"""spunge""","""wenple""",49,61,694,"""Many""",2408,"""True"""
6,"""kustle""","""reshix""",23,57,745,"""Few""",2336,"""False"""
6,"""padnet""","""fanely""",41,16,935,"""Few""",2160,"""True"""
6,"""mecket""","""plumry""",57,27,615,"""Most""",2464,"""False"""
6,"""chadop""","""shaple""",56,9,863,"""More than half""",2209,"""False"""
6,"""menner""","""nandow""",39,26,633,"""Most""",2776,"""False"""
6,"""bemble""","""squank""",40,61,704,"""Many""",1815,"""True"""
6,"""puctor""","""recure""",64,11,576,"""Many""",2248,"""False"""
6,"""spunge""","""wenple""",47,43,1778,"""Fewer than half""",2568,"""True"""
6,"""ingell""","""nalill""",57,54,976,"""More than half""",2296,"""True"""
6,"""kustle""","""reshix""",57,47,743,"""More than half""",2151,"""False"""
6,"""cather""","""funder""",56,7,672,"""More than half""",2089,"""False"""
6,"""sporer""","""firtly""",48,56,631,"""Many""",2400,"""True"""
6,"""monter""","""melelt""",72,35,3552,"""Few""",3143,"""True"""
6,"""menner""","""nandow""",56,33,968,"""Few""",1839,"""True"""
6,"""cosutz""","""spover""",55,61,833,"""Few""",1904,"""False"""
6,"""dorder""","""coggon""",50,27,600,"""Many""",2384,"""False"""
6,"""umpond""","""marire""",40,15,984,"""Most""",2184,"""False"""
6,"""awplor""","""fasees""",72,4,752,"""More than half""",2697,"""False"""
6,"""shrile""","""athoid""",48,42,2360,"""Few""",4057,"""False"""
6,"""puggle""","""entand""",31,40,800,"""More than half""",1896,"""False"""
6,"""devole""","""sholly""",55,18,801,"""Many""",1818,"""False"""
6,"""hadder""","""ollidy""",64,89,752,"""More than half""",1929,"""True"""
6,"""birler""","""enciad""",65,2,1000,"""Fewer than half""",2152,"""True"""
6,"""schook""","""jabant""",33,59,609,"""More than half""",2001,"""True"""
6,"""umpond""","""marire""",48,8,7751,"""Fewer than half""",1631,"""True"""
6,"""chevel""","""podden""",72,61,639,"""More than half""",3325,"""True"""
6,"""jallem""","""sildal""",78,17,1009,"""Fewer than half""",3056,"""True"""
6,"""monter""","""melelt""",41,84,655,"""Most""",2231,"""True"""
6,"""cosutz""","""spover""",57,98,1023,"""Most""",1913,"""True"""
6,"""middor""","""drooty""",73,16,1600,"""Fewer than half""",2128,"""True"""
6,"""raster""","""movell""",56,12,936,"""Few""",1832,"""True"""
6,"""mecket""","""plumry""",56,67,840,"""Fewer than half""",2073,"""False"""
6,"""cather""","""funder""",48,13,1273,"""Few""",1976,"""True"""
6,"""pengyl""","""sedest""",40,31,584,"""More than half""",2175,"""False"""
6,"""isbant""","""unairs""",143,55,1656,"""Many""",1761,"""True"""
6,"""menner""","""nandow""",40,32,576,"""Many""",1600,"""False"""
6,"""pobbit""","""spippy""",39,10,626,"""Few""",2216,"""True"""
6,"""pliper""","""sesare""",32,73,704,"""Few""",1871,"""False"""
6,"""coamin""","""mucond""",31,23,1010,"""More than half""",2576,"""False"""
6,"""pliper""","""sesare""",40,5,655,"""Most""",1864,"""False"""
6,"""bameta""","""unzast""",47,35,944,"""Many""",2272,"""False"""
6,"""spunge""","""wenple""",48,18,839,"""Few""",1824,"""True"""
6,"""dorder""","""coggon""",56,16,1240,"""Few""",1856,"""True"""
6,"""mecket""","""plumry""",40,96,1000,"""More than half""",2095,"""True"""
6,"""fleeve""","""scalfs""",47,54,1065,"""Most""",2208,"""True"""
6,"""coppar""","""hunene""",72,28,544,"""Many""",2063,"""False"""
6,"""shurry""","""preser""",32,71,568,"""More than half""",1705,"""True"""
6,"""pirter""","""secent""",106,86,1127,"""More than half""",1711,"""True"""
6,"""shurry""","""preser""",63,60,801,"""Fewer than half""",2344,"""False"""
6,"""raster""","""movell""",56,2,560,"""Most""",1713,"""False"""
6,"""pliper""","""sesare""",41,76,760,"""Many""",1839,"""True"""
6,"""puctor""","""recure""",41,27,640,"""Most""",1919,"""False"""
6,"""shamer""","""bloifs""",64,78,552,"""Few""",1783,"""False"""
6,"""boddle""","""molill""",56,93,616,"""Many""",1736,"""True"""
6,"""schook""","""jabant""",64,6,904,"""Fewer than half""",1919,"""True"""
6,"""pengyl""","""sedest""",47,25,1113,"""Many""",2000,"""False"""
6,"""dorder""","""coggon""",16,59,680,"""More than half""",1664,"""True"""
6,"""puctor""","""recure""",64,2,464,"""More than half""",1824,"""False"""
6,"""gukbar""","""soarse""",72,46,560,"""More than half""",1864,"""False"""
6,"""padnet""","""fanely""",31,54,617,"""Many""",1736,"""True"""
6,"""beckel""","""racual""",57,20,576,"""More than half""",2207,"""False"""
6,"""tiklet""","""hullaw""",57,24,648,"""More than half""",1720,"""False"""
6,"""cosutz""","""spover""",56,45,752,"""More than half""",1904,"""False"""
6,"""fleeve""","""scalfs""",80,72,600,"""Fewer than half""",2087,"""False"""
6,"""clidge""","""hensly""",56,88,823,"""Fewer than half""",2192,"""False"""
6,"""clidge""","""hensly""",48,94,455,"""More than half""",2058,"""True"""
6,"""mecket""","""plumry""",65,27,1864,"""Many""",1633,"""False"""
6,"""tecker""","""biller""",48,23,607,"""Fewer than half""",2144,"""True"""
6,"""werner""","""hurmer""",48,22,969,"""Fewer than half""",1664,"""True"""
6,"""sporer""","""firtly""",42,28,576,"""Fewer than half""",1959,"""True"""
6,"""pirter""","""secent""",48,38,680,"""Many""",1600,"""False"""
6,"""devole""","""sholly""",48,61,672,"""Most""",1791,"""True"""
6,"""isbant""","""unairs""",63,73,561,"""Few""",1591,"""False"""
6,"""pluset""","""stubad""",57,37,648,"""Few""",1400,"""True"""
6,"""mecket""","""plumry""",32,31,688,"""Few""",1576,"""True"""
6,"""menner""","""nandow""",42,96,1207,"""Fewer than half""",2575,"""False"""
6,"""jallem""","""sildal""",81,86,415,"""More than half""",2447,"""True"""
6,"""ancits""","""smeath""",47,78,440,"""Most""",1727,"""True"""
6,"""shrile""","""athoid""",32,17,1471,"""Fewer than half""",1415,"""True"""
6,"""russer""","""huttle""",32,7,631,"""More than half""",1704,"""False"""
6,"""pluset""","""stubad""",50,64,799,"""Most""",1728,"""True"""
6,"""chadop""","""shaple""",56,51,616,"""Few""",2080,"""False"""
6,"""fleeve""","""scalfs""",63,43,3459,"""Few""",1441,"""True"""
6,"""strant""","""potind""",32,29,1136,"""Few""",1506,"""True"""
6,"""pirter""","""secent""",55,59,1385,"""Few""",2176,"""False"""
6,"""chadop""","""shaple""",25,42,722,"""Many""",1353,"""False"""
6,"""bemble""","""squank""",39,88,489,"""Most""",1463,"""True"""
6,"""boddle""","""molill""",64,57,608,"""Few""",1431,"""False"""
6,"""awplor""","""fasees""",64,4,793,"""Few""",1553,"""True"""
6,"""boddle""","""molill""",56,99,504,"""Most""",1536,"""True"""
6,"""fleeve""","""scalfs""",15,18,593,"""Many""",2080,"""False"""
6,"""tiklet""","""hullaw""",56,49,1024,"""Many""",1801,"""False"""
6,"""schook""","""jabant""",32,66,664,"""Few""",1615,"""False"""
6,"""fleeve""","""scalfs""",31,54,610,"""More than half""",1920,"""True"""
6,"""werner""","""hurmer""",63,79,465,"""Many""",1361,"""True"""
6,"""padnet""","""fanely""",48,49,1592,"""Most""",1664,"""False"""
6,"""bameta""","""unzast""",32,36,744,"""Fewer than half""",2111,"""True"""
6,"""pengyl""","""sedest""",48,54,688,"""Fewer than half""",1487,"""False"""
6,"""bemble""","""squank""",56,75,689,"""Fewer than half""",1486,"""False"""
6,"""middor""","""drooty""",57,46,1097,"""More than half""",1623,"""False"""
6,"""ancits""","""smeath""",55,80,673,"""Few""",1904,"""False"""
6,"""dorder""","""coggon""",56,39,688,"""Most""",1591,"""False"""
6,"""puggle""","""entand""",65,57,712,"""Few""",1600,"""False"""
6,"""birler""","""enciad""",39,93,488,"""Many""",1640,"""True"""
6,"""shamer""","""bloifs""",56,66,751,"""Many""",1624,"""True"""
6,"""shamer""","""bloifs""",56,10,689,"""Fewer than half""",1657,"""True"""
6,"""jallem""","""sildal""",63,20,481,"""Most""",1552,"""False"""
6,"""beckel""","""racual""",65,82,505,"""Most""",1528,"""True"""
6,"""zetten""","""unfobs""",48,54,577,"""More than half""",1808,"""True"""
6,"""coamin""","""mucond""",63,64,672,"""Few""",1326,"""False"""
6,"""puggle""","""entand""",64,3,920,"""Many""",1448,"""False"""
6,"""pluset""","""stubad""",64,43,1407,"""Many""",1464,"""False"""
6,"""schook""","""jabant""",55,51,1711,"""Most""",1720,"""True"""
6,"""tiklet""","""hullaw""",64,60,744,"""Most""",1713,"""True"""
6,"""monter""","""melelt""",72,37,496,"""More than half""",1952,"""False"""
6,"""awplor""","""fasees""",57,4,991,"""Most""",1808,"""False"""
6,"""bameta""","""unzast""",40,16,544,"""Few""",1504,"""True"""
6,"""menner""","""nandow""",72,88,576,"""More than half""",2056,"""True"""
6,"""boddle""","""molill""",48,61,552,"""More than half""",1439,"""True"""
6,"""chevel""","""podden""",56,77,440,"""Many""",1672,"""True"""
6,"""clidge""","""hensly""",73,3,992,"""Few""",1392,"""False"""
6,"""umpond""","""marire""",56,92,1143,"""Few""",1936,"""False"""
6,"""pirter""","""secent""",56,12,823,"""Fewer than half""",2496,"""True"""
6,"""ingell""","""nalill""",73,54,1008,"""Fewer than half""",1384,"""False"""
6,"""hadder""","""ollidy""",64,86,816,"""Few""",1694,"""False"""
6,"""bameta""","""unzast""",72,25,671,"""More than half""",1722,"""False"""
6,"""cosutz""","""spover""",72,1,2912,"""Fewer than half""",2200,"""True"""
6,"""birler""","""enciad""",55,7,993,"""More than half""",1993,"""False"""
6,"""clidge""","""hensly""",56,43,943,"""Many""",1352,"""False"""
6,"""monter""","""melelt""",64,30,800,"""Fewer than half""",1599,"""True"""
6,"""spunge""","""wenple""",81,24,568,"""More than half""",1800,"""False"""
6,"""chulks""","""vulhor""",56,95,456,"""Most""",1472,"""True"""
6,"""tiklet""","""hullaw""",63,32,520,"""Few""",1656,"""True"""
6,"""gukbar""","""soarse""",72,4,784,"""Few""",1280,"""True"""
6,"""shamer""","""bloifs""",72,91,728,"""More than half""",1528,"""True"""
6,"""zetten""","""unfobs""",65,63,880,"""Fewer than half""",2455,"""False"""
6,"""shurry""","""preser""",56,20,495,"""Few""",2527,"""True"""
6,"""pobbit""","""spippy""",80,26,512,"""More than half""",1487,"""False"""
6,"""russer""","""huttle""",72,77,544,"""Few""",1680,"""False"""
6,"""pluset""","""stubad""",73,62,960,"""More than half""",1856,"""True"""
6,"""zetten""","""unfobs""",79,71,520,"""Many""",1616,"""True"""
6,"""jallem""","""sildal""",63,99,808,"""Many""",1495,"""True"""
6,"""hadder""","""ollidy""",81,70,575,"""Fewer than half""",2048,"""False"""
6,"""shrile""","""athoid""",72,71,578,"""Most""",1337,"""True"""
6,"""gukbar""","""soarse""",73,47,728,"""Most""",1207,"""False"""
6,"""kustle""","""reshix""",56,96,576,"""Fewer than half""",1456,"""False"""
6,"""russer""","""huttle""",55,59,768,"""Most""",1639,"""True"""
6,"""tecker""","""biller""",48,99,728,"""Most""",1233,"""True"""
6,"""pliper""","""sesare""",56,21,672,"""Fewer than half""",1495,"""True"""
6,"""isbant""","""unairs""",48,71,664,"""Most""",1544,"""True"""
6,"""russer""","""huttle""",56,13,785,"""Fewer than half""",1328,"""True"""
6,"""bameta""","""unzast""",72,16,624,"""Most""",1640,"""False"""
6,"""beckel""","""racual""",64,63,624,"""Many""",1377,"""True"""
6,"""puggle""","""entand""",71,58,705,"""Fewer than half""",1431,"""False"""
6,"""hadder""","""ollidy""",40,26,736,"""Most""",1423,"""False"""
6,"""raster""","""movell""",55,59,433,"""More than half""",1631,"""True"""
6,"""coppar""","""hunene""",58,48,952,"""Fewer than half""",1656,"""True"""
6,"""padnet""","""fanely""",56,43,751,"""More than half""",1656,"""False"""
6,"""sporer""","""firtly""",49,45,2056,"""Few""",1583,"""False"""
6,"""puctor""","""recure""",57,79,945,"""Few""",1425,"""False"""
6,"""shrile""","""athoid""",49,93,1014,"""More than half""",1984,"""True"""
6,"""puggle""","""entand""",55,34,609,"""Most""",1087,"""False"""
6,"""werner""","""hurmer""",39,8,713,"""More than half""",2103,"""False"""
6,"""chulks""","""vulhor""",80,29,553,"""Fewer than half""",1440,"""True"""
6,"""ingell""","""nalill""",65,48,1176,"""Few""",1584,"""False"""
6,"""ancits""","""smeath""",74,64,632,"""More than half""",1944,"""True"""
6,"""chadop""","""shaple""",96,46,1080,"""Most""",1295,"""False"""
6,"""isbant""","""unairs""",80,9,576,"""Fewer than half""",1304,"""True"""
6,"""chulks""","""vulhor""",88,94,615,"""Few""",1360,"""False"""
6,"""pengyl""","""sedest""",55,58,776,"""Few""",1256,"""False"""
6,"""padnet""","""fanely""",88,42,496,"""Fewer than half""",1503,"""True"""
6,"""chadop""","""shaple""",88,61,488,"""Fewer than half""",1288,"""False"""
6,"""clidge""","""hensly""",72,58,736,"""Most""",1504,"""True"""
6,"""pliper""","""sesare""",98,89,567,"""More than half""",1480,"""True"""
6,"""werner""","""hurmer""",56,83,656,"""Few""",2655,"""False"""
6,"""isbant""","""unairs""",82,41,1048,"""More than half""",2136,"""False"""
6,"""cosutz""","""spover""",81,41,503,"""Many""",1062,"""False"""
6,"""cather""","""funder""",72,51,911,"""Most""",1791,"""True"""
6,"""coamin""","""mucond""",87,76,881,"""Fewer than half""",1424,"""False"""
6,"""chevel""","""podden""",64,39,512,"""Most""",1168,"""False"""
6,"""sporer""","""firtly""",56,35,633,"""Most""",2257,"""False"""
6,"""raster""","""movell""",65,64,472,"""Many""",1760,"""True"""
6,"""zetten""","""unfobs""",72,23,680,"""Few""",1664,"""True"""
6,"""monter""","""melelt""",31,31,841,"""Many""",2680,"""False"""
6,"""strant""","""potind""",56,64,536,"""Most""",1441,"""True"""
6,"""strant""","""potind""",56,67,552,"""More than half""",1463,"""True"""
6,"""middor""","""drooty""",48,74,848,"""Many""",2008,"""True"""
6,"""ancits""","""smeath""",81,31,1024,"""Fewer than half""",2080,"""True"""
6,"""kustle""","""reshix""",80,37,560,"""Most""",1641,"""False"""
6,"""bemble""","""squank""",80,62,720,"""More than half""",1969,"""True"""
6,"""ingell""","""nalill""",57,98,552,"""Many""",1919,"""True"""
6,"""coppar""","""hunene""",88,54,776,"""Few""",2360,"""False"""
6,"""tecker""","""biller""",80,57,608,"""Many""",1369,"""True"""
6,"""gukbar""","""soarse""",87,87,729,"""Many""",1655,"""True"""
6,"""boddle""","""molill""",72,2,703,"""Fewer than half""",2623,"""True"""
6,"""pobbit""","""spippy""",73,15,1176,"""Most""",1712,"""False"""
6,"""shurry""","""preser""",72,63,881,"""Many""",1368,"""True"""
6,"""shrile""","""athoid""",72,2,769,"""Many""",1463,"""False"""
6,"""cather""","""funder""",71,57,657,"""Many""",1672,"""True"""
6,"""beckel""","""racual""",64,83,584,"""Few""",1360,"""False"""
6,"""umpond""","""marire""",80,73,801,"""Many""",1663,"""True"""
6,"""chevel""","""podden""",82,5,687,"""Fewer than half""",1473,"""True"""
6,"""devole""","""sholly""",72,2,808,"""Fewer than half""",1616,"""True"""
6,"""awplor""","""fasees""",56,89,1863,"""Fewer than half""",1713,"""False"""
6,"""beckel""","""racual""",48,14,736,"""Fewer than half""",2144,"""True"""
6,"""spunge""","""wenple""",64,34,640,"""Most""",1536,"""False"""
6,"""cather""","""funder""",80,37,584,"""Fewer than half""",1320,"""True"""
6,"""pobbit""","""spippy""",63,21,513,"""Many""",1375,"""False"""
6,"""chulks""","""vulhor""",72,70,472,"""Many""",1224,"""True"""
6,"""jallem""","""sildal""",80,30,688,"""Few""",1936,"""True"""
6,"""strant""","""potind""",56,20,648,"""Many""",1720,"""False"""
6,"""birler""","""enciad""",64,11,824,"""Few""",1368,"""True"""
7,"""glerb""","""fizzda""",8024,20,2833,"""All""",2271,"""False"""
7,"""thonk""","""krangly""",8024,82,2835,"""Some""",2271,"""False"""
7,"""slarm""","""briddle""",2624,11,272,"""None""",2079,"""False"""
7,"""klong""","""nooty""",2056,62,96,"""All""",77,"""True"""
7,"""jallem""","""sildal""",3809,30,760,"""More than half""",1527,"""True"""
7,"""bameta""","""unzast""",2136,10,520,"""Few""",128,"""True"""
7,"""chulks""","""vulhor""",1453,43,208,"""Most""",1376,"""False"""
7,"""clidge""","""hensly""",2001,54,96,"""Few""",1488,"""True"""
7,"""strant""","""potind""",1127,17,152,"""Many""",1735,"""False"""
7,"""beckel""","""racual""",1312,92,128,"""Few""",1872,"""True"""
7,"""puggle""","""entand""",1520,17,168,"""Many""",2152,"""False"""
7,"""tecker""","""biller""",1336,75,97,"""Fewer than half""",1947,"""False"""
7,"""clidge""","""hensly""",848,79,111,"""More than half""",3048,"""False"""
7,"""jallem""","""sildal""",3415,39,104,"""Many""",3208,"""False"""
7,"""shurry""","""preser""",1616,2,120,"""Fewer than half""",1712,"""False"""
7,"""gukbar""","""soarse""",1625,41,120,"""More than half""",1311,"""False"""
7,"""spunge""","""wenple""",1040,72,504,"""More than half""",2343,"""True"""
7,"""tecker""","""biller""",1040,72,506,"""Few""",2343,"""True"""
7,"""awplor""","""fasees""",1760,56,128,"""Many""",3656,"""True"""
7,"""schook""","""jabant""",1168,97,152,"""Fewer than half""",1896,"""False"""
7,"""tiklet""","""hullaw""",1704,58,104,"""Most""",3408,"""True"""
7,"""cather""","""funder""",1112,72,128,"""Fewer than half""",1282,"""False"""
7,"""bameta""","""unzast""",1808,44,112,"""Most""",1808,"""False"""
7,"""pirter""","""secent""",1600,97,136,"""Many""",1800,"""False"""
7,"""pengyl""","""sedest""",1392,38,136,"""More than half""",3081,"""False"""
7,"""middor""","""drooty""",1376,60,136,"""Many""",1350,"""True"""
7,"""werner""","""hurmer""",1688,24,96,"""Many""",1248,"""False"""
7,"""pobbit""","""spippy""",1032,82,554,"""Fewer than half""",1200,"""False"""
7,"""raster""","""movell""",1208,82,120,"""Most""",1424,"""True"""
7,"""raster""","""movell""",1304,79,144,"""Few""",3233,"""False"""
7,"""mecket""","""plumry""",839,24,680,"""Fewer than half""",1887,"""False"""
7,"""monter""","""melelt""",1232,36,144,"""Most""",1912,"""False"""
7,"""pengyl""","""sedest""",895,71,144,"""Fewer than half""",2040,"""False"""
7,"""ancits""","""smeath""",1729,64,120,"""Fewer than half""",1224,"""False"""
7,"""coamin""","""mucond""",976,75,135,"""Many""",2008,"""True"""
7,"""zetten""","""unfobs""",1152,91,104,"""Many""",2208,"""True"""
7,"""tecker""","""biller""",2344,54,120,"""Many""",4120,"""True"""
7,"""monter""","""melelt""",1088,98,160,"""Few""",1953,"""False"""
7,"""puggle""","""entand""",2273,78,168,"""Fewer than half""",1184,"""False"""
7,"""isbant""","""unairs""",2264,71,112,"""Most""",1584,"""True"""
7,"""cather""","""funder""",1224,52,96,"""Few""",1280,"""False"""
7,"""menner""","""nandow""",920,28,128,"""Fewer than half""",1048,"""True"""
7,"""schook""","""jabant""",2400,45,176,"""Many""",1409,"""True"""
7,"""chevel""","""podden""",1184,74,167,"""Few""",1376,"""False"""
7,"""werner""","""hurmer""",936,90,136,"""Few""",936,"""False"""
7,"""shamer""","""bloifs""",1352,67,128,"""Most""",1056,"""False"""
7,"""pluset""","""stubad""",808,4,448,"""More than half""",968,"""False"""
7,"""kustle""","""reshix""",1601,64,104,"""Few""",1256,"""False"""
7,"""cather""","""funder""",984,33,152,"""More than half""",967,"""False"""
7,"""isbant""","""unairs""",1128,9,192,"""Few""",1575,"""True"""
7,"""spunge""","""wenple""",1735,1,184,"""Most""",2824,"""False"""
7,"""werner""","""hurmer""",984,63,480,"""Fewer than half""",3080,"""False"""
7,"""birler""","""enciad""",1288,13,248,"""Fewer than half""",993,"""True"""
7,"""bameta""","""unzast""",824,48,551,"""Fewer than half""",1192,"""True"""
7,"""ingell""","""nalill""",936,75,160,"""Fewer than half""",1528,"""True"""
7,"""zetten""","""unfobs""",1552,52,448,"""Most""",728,"""False"""
7,"""umpond""","""marire""",824,78,656,"""Most""",1184,"""True"""
7,"""tiklet""","""hullaw""",1337,87,160,"""Many""",1272,"""True"""
7,"""coamin""","""mucond""",792,69,128,"""More than half""",1335,"""True"""
7,"""clidge""","""hensly""",928,72,135,"""Fewer than half""",1135,"""False"""
7,"""sporer""","""firtly""",1584,45,112,"""Most""",2024,"""False"""
7,"""beckel""","""racual""",784,27,136,"""Fewer than half""",1103,"""True"""
7,"""bameta""","""unzast""",672,80,440,"""Many""",813,"""True"""
7,"""pengyl""","""sedest""",1032,98,112,"""Many""",1016,"""True"""
7,"""raster""","""movell""",600,61,176,"""More than half""",721,"""True"""
7,"""coamin""","""mucond""",903,17,112,"""Most""",1551,"""False"""
7,"""cosutz""","""spover""",615,19,144,"""Fewer than half""",1032,"""True"""
7,"""shurry""","""preser""",1136,54,120,"""Most""",1048,"""False"""
7,"""monter""","""melelt""",680,43,128,"""Fewer than half""",1064,"""True"""
7,"""hadder""","""ollidy""",712,45,216,"""Fewer than half""",888,"""True"""
7,"""padnet""","""fanely""",648,35,1521,"""Many""",1248,"""False"""
7,"""boddle""","""molill""",104,42,2176,"""Fewer than half""",1536,"""True"""
7,"""middor""","""drooty""",2569,52,423,"""Fewer than half""",888,"""False"""
7,"""devole""","""sholly""",1512,83,144,"""Few""",1488,"""False"""
7,"""monter""","""melelt""",1569,67,136,"""Many""",856,"""True"""
7,"""coamin""","""mucond""",944,65,144,"""Fewer than half""",1231,"""False"""
7,"""spunge""","""wenple""",648,18,463,"""Many""",887,"""False"""
7,"""kustle""","""reshix""",1232,62,544,"""Most""",840,"""True"""
7,"""bemble""","""squank""",1056,88,104,"""Most""",984,"""True"""
7,"""padnet""","""fanely""",792,77,128,"""Most""",1950,"""True"""
7,"""bemble""","""squank""",928,93,120,"""Many""",824,"""True"""
7,"""bemble""","""squank""",976,5,136,"""More than half""",857,"""False"""
7,"""hadder""","""ollidy""",1520,28,136,"""More than half""",1372,"""False"""
7,"""schook""","""jabant""",1513,23,79,"""Most""",1704,"""False"""
7,"""coppar""","""hunene""",40,92,1377,"""More than half""",143,"""False"""
7,"""birler""","""enciad""",1697,67,176,"""Most""",1056,"""True"""
7,"""sporer""","""firtly""",3328,46,120,"""Few""",104,"""False"""
7,"""shrile""","""athoid""",1040,25,152,"""Few""",960,"""True"""
7,"""dorder""","""coggon""",936,39,152,"""Many""",1400,"""False"""
7,"""boddle""","""molill""",952,33,120,"""Most""",1064,"""False"""
7,"""chulks""","""vulhor""",840,81,128,"""More than half""",991,"""True"""
7,"""fleeve""","""scalfs""",792,57,137,"""Most""",872,"""False"""
7,"""pobbit""","""spippy""",1352,82,112,"""Few""",1008,"""True"""
7,"""menner""","""nandow""",746,94,149,"""Most""",935,"""True"""
7,"""boddle""","""molill""",576,66,128,"""More than half""",1064,"""True"""
7,"""coppar""","""hunene""",696,99,144,"""Most""",1000,"""True"""
7,"""pirter""","""secent""",704,23,144,"""Most""",920,"""False"""
7,"""werner""","""hurmer""",848,3,128,"""More than half""",1184,"""False"""
7,"""raster""","""movell""",1264,47,136,"""Many""",640,"""False"""
7,"""puctor""","""recure""",1616,20,128,"""Few""",1153,"""True"""
7,"""shurry""","""preser""",1031,30,217,"""Many""",1447,"""False"""
7,"""sporer""","""firtly""",776,24,432,"""More than half""",3199,"""False"""
7,"""pliper""","""sesare""",840,47,120,"""Fewer than half""",113,"""True"""
7,"""chadop""","""shaple""",1008,17,136,"""Many""",1168,"""False"""
7,"""pirter""","""secent""",1815,21,112,"""More than half""",1753,"""False"""
7,"""ancits""","""smeath""",3200,47,151,"""Few""",1199,"""False"""
7,"""mecket""","""plumry""",808,39,360,"""Many""",1216,"""False"""
7,"""shrile""","""athoid""",848,76,112,"""Many""",808,"""True"""
7,"""zetten""","""unfobs""",912,62,104,"""Fewer than half""",816,"""False"""
7,"""devole""","""sholly""",929,76,120,"""Fewer than half""",1520,"""False"""
7,"""kustle""","""reshix""",872,77,144,"""Many""",656,"""True"""
7,"""tecker""","""biller""",664,22,72,"""Most""",928,"""False"""
7,"""hadder""","""ollidy""",800,20,136,"""Most""",1439,"""False"""
7,"""fleeve""","""scalfs""",1408,90,168,"""More than half""",585,"""True"""
7,"""bemble""","""squank""",560,35,144,"""Fewer than half""",776,"""True"""
7,"""pliper""","""sesare""",792,7,384,"""Many""",1320,"""False"""
7,"""tecker""","""biller""",2057,26,88,"""More than half""",1120,"""False"""
7,"""boddle""","""molill""",961,90,215,"""Few""",4111,"""False"""
7,"""beckel""","""racual""",2192,7,104,"""More than half""",2383,"""True"""
7,"""jallem""","""sildal""",752,29,128,"""Most""",656,"""False"""
7,"""clidge""","""hensly""",848,30,88,"""Many""",1167,"""False"""
7,"""menner""","""nandow""",1040,21,120,"""More than half""",1089,"""False"""
7,"""menner""","""nandow""",736,96,120,"""Few""",704,"""False"""
7,"""padnet""","""fanely""",824,76,159,"""More than half""",1043,"""True"""
7,"""ingell""","""nalill""",729,97,143,"""Most""",776,"""True"""
7,"""pluset""","""stubad""",1752,43,208,"""Many""",929,"""False"""
7,"""puctor""","""recure""",1120,51,1728,"""Most""",1024,"""False"""
